x	y	labels
31.835516	-15.109808	0.0
62.283165	46.07374	0.0
12.057256	-38.330147	0.0
-24.7848	18.925146	0.0
-16.054008	22.73151	0.0
12.170477	-40.88013	0.0
-5.3857937	9.460241	0.0
36.774452	38.778114	0.0
-22.813862	62.47767	0.0
7.1875525	61.08798	0.0
26.239527	-38.602657	0.0
-27.32922	50.928867	0.0
-2.3073668	-28.793638	0.0
14.686133	49.337822	0.0
-23.987738	-69.02514	0.0
64.176796	-5.025861	0.0
5.910506	-8.894769	0.0
37.415756	-5.7145267	0.0
-20.283018	-31.350151	0.0
70.68137	-40.168694	0.0
18.017662	-32.40539	0.0
-67.78146	14.610212	0.0
-11.8089695	21.849005	0.0
26.9422	-31.545683	0.0
-31.837101	-2.005511	0.0
-17.01498	1.0575315	0.0
18.87404	29.084457	0.0
3.8741908	-11.734277	0.0
61.316948	-2.059041	0.0
-7.3815312	33.564224	0.0
27.738997	11.389708	0.0
-14.153218	-44.68082	0.0
-8.828448	22.007082	0.0
17.189741	-13.407278	0.0
-22.044794	19.460123	0.0
-20.066235	-21.871103	0.0
-11.039662	72.42118	0.0
62.183605	-31.10889	0.0
18.595379	-47.31444	0.0
10.981012	71.67531	0.0
-20.019783	17.490763	0.0
69.33785	-29.212694	0.0
59.98656	-35.899715	0.0
28.14671	-8.126033	0.0
9.981134	73.4712	0.0
15.5173645	8.845807	0.0
65.36193	-7.265615	0.0
-15.163388	-58.763832	0.0
38.42125	64.299286	0.0
-72.908325	14.317446	0.0
17.234232	-47.046272	0.0
-20.067535	-7.3771725	0.0
14.19081	-24.174892	0.0
-20.165453	-7.57871	0.0
7.4603443	1.2189212	0.0
23.575958	11.811514	0.0
-12.314688	-20.19694	0.0
20.482075	39.96175	0.0
12.877179	36.98332	0.0
9.653606	-69.61704	0.0
-20.649332	-7.3842764	0.0
-67.094955	17.061155	0.0
-8.67073	28.067055	0.0
-19.143364	29.531258	0.0
-56.25756	21.32729	0.0
-70.046265	18.900064	0.0
-13.955653	23.918282	0.0
-19.445364	28.139486	0.0
47.001835	24.216719	0.0
9.197323	-73.20827	0.0
-6.7027607	66.8824	0.0
-63.27565	27.76556	0.0
3.7364066	-7.907643	0.0
65.02067	-6.324927	0.0
-26.639578	-47.015568	0.0
64.578094	-46.484753	0.0
-56.741	-9.5685215	0.0
35.760002	-9.312119	0.0
33.897995	-17.265932	0.0
-29.845055	25.19476	0.0
9.514573	-44.063282	0.0
42.358295	0.21678185	0.0
-29.629272	25.250341	0.0
-9.197843	-20.47904	0.0
-47.157013	10.841491	0.0
65.16647	5.973547	0.0
13.088097	-32.62787	0.0
-17.873684	-7.3452954	0.0
-19.12456	63.16448	0.0
14.62322	-44.402946	0.0
0.26307985	-4.998387	0.0
-28.043682	11.115754	0.0
70.948685	-27.429287	0.0
45.286266	35.85997	0.0
4.783404	5.547417	0.0
53.460026	-11.209066	0.0
-19.053371	5.979988	0.0
9.766186	-44.10579	0.0
-30.03227	25.333553	0.0
-1.071461	10.394108	0.0
